[         0] [    DumpServer]                 9064/ DumpServer is active and waiting.
[      2609] [    GTAProcess]             MainThrd/ pre-gameload component tool:formats
[      2625] [    GTAProcess]             MainThrd/ pre-gameload component citizen:resources:metadata:lua
[      2625] [    GTAProcess]             MainThrd/ pre-gameload component citizen:mod-loader:five
[      2640] [    GTAProcess]             MainThrd/ pre-gameload component citizen:scripting:v8
[      2640] [    GTAProcess]             MainThrd/ pre-gameload component fxdk:main
[      2640] [    GTAProcess]             MainThrd/ pre-gameload component citizen:playernames:five
[      2656] [    GTAProcess]             MainThrd/ pre-gameload component citizen:scripting:lua54
[      2656] [    GTAProcess]             MainThrd/ pre-gameload component devtools:five
[      2656] [    GTAProcess]             MainThrd/ pre-gameload component discord
[      2672] [    GTAProcess]             MainThrd/ pre-gameload component tool:vehrec
[      2672] [    GTAProcess]             MainThrd/ pre-gameload component adhesive
[      2687] [    GTAProcess]             MainThrd/ pre-gameload component legacy-game:re3
[      2687] [    GTAProcess] [Mumble] Audio Input/ MumbleAudioInput::InitializeAudioDevice: Initialized audio capture device.
[      2734] [    GTAProcess]        CrBrowserMain/ failed to set discourse identity: [json.exception.type_error.302] type must be string, but is null
[      3156] [   ROSLauncher]                15304/ launcher say Checking for critical updates for launcher...
[      3156] [   ROSLauncher]             MainThrd/ launcher say Loading SC DLL...
[      3172] [    GTAProcess]               Render/ Creating backbuffer.
[      3187] [    GTAProcess]               Render/ Done creating backbuffer.
[      3265] [   ROSLauncher]             MainThrd/ launcher say Loading SCUI...
[      3875] [   ROSLauncher]                13208/ SC JS message: SetLauncherVersions -> {"launcher":"1.0.8.161","socialclub":"2.0.3.7"}
[      4047] [   ROSLauncher]                13208/ SC JS message: SetSettings -> {"machine":{"global":{"createDesktopShortcuts":true,"createStartMenuShortcuts":true,"defaultInstallationPath":"","defaultLanguage":"","lastSysInfoSendDate":1611779781},"titles":{"lanoire":{"adapter":"Default","ambientOcclusion":"YES","anisotropicFiltering":1,"antialiasing":0,"environmentMap":"Quality","facialQuality":"Quality","fullScreen":"NO","interfaceSize":"Normal","keyboard":"US","language":"English","lightingQuality":"Quality","lodQuality":"Quality","renderer":"DirectX 11","resolution":"1280x720x60","shadowQuality":"Quality","textureQuality":"Quality","threading":"Multi"},"lanoirevr":{"adapter":"Default","ambientOcclusion":"NO","anisotropicFiltering":1,"antialiasing":1,"environmentMap":"Quality","facialQuality":"Quality","fullScreen":"NO","interfaceSize":"Normal","keyboard":"US","language":"English","languageSet":"NO","lightingQuality":"Quality","lodQuality":"Quality","renderer":"DirectX 11","resolution":"1280x720x60","resolutionMultiplier":1.0,"shadowQuality":"Balanced","ssaoQuality":"Balanced","textureQuality":"Quality","threading":"Multi","videoHwDecoding":"NO"}}},"rockstarUser":{"global":{"notifications":{"all":true,"download":true,"friends":true,"game":true,"launcher":true,"scui":true}},"titles":{"bully":{"autoUpdate":true},"gta3":{"autoUpdate":true},"gta5":{"autoUpdate":true},"gtasa":{"autoUpdate":true},"gtavc":{"autoUpdate":true},"lanoire":{"autoUpdate":true,"commandLine":""},"lanoirevr":{"commandLine":""},"mp3":{"autoUpdate":true},"rdr2":{"autoUpdate":true}}},"windowsUser":{"global":{"allowGamePad":true,"backgroundDownloadThrottle":1048576,"backgroundDownloadThrottleEnabled":false,"hibernateOnGameLaunch":false,"inGameDownloadEnabled":false,"inGameDownloadThrottle":1048576,"inGameDownloadThrottleEnabled":false,"language":"en-US","mainWindow":{"h":0,"w":0,"x":0,"y":0},"minimizeOnClose":false,"preloadThrottle":524288,"preloadThrottleEnabled":true,"preloadingEnabled":true,"shownMinimizingToTrayMessage":false,"startWithWindows":false}}}
[      4172] [   ROSLauncher]                13208/ SC JS message: SetFullMode -> {}
[      4672] [   ROSLauncher]                13208/ SC JS message: NotifyDiskSpace -> {"C:":{"freeBytes":6397906944,"totalBytes":120015810560},"D:":{"freeBytes":301800161280,"totalBytes":1000202039296},"F:":{"freeBytes":445912248320,"totalBytes":1000202039296},"Q:":{"freeBytes":14307237888,"totalBytes":119361499136}}
[      5187] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[{"branchName":13,"friendlyName":"default","isDefault":true}],"currentBranch":13,"currentBranchFriendlyName":"default","currentVersion":"1.0.1604.1","externalInstall":[],"friendlyName":"Grand Theft Auto V","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":true,"installLocation":"C:\\Program Files\\Rockstar Games\\Red Dead Redemption 2\\Grand Theft Auto V","preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":72484280,"updateProgress":0,"updateState":"notUpdating","updateTotal":72484280},"titleName":"gta5"}
[      5359] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Grand Theft Auto: San Andreas","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"gtasa"}
[      5687] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[{"branchName":12,"friendlyName":"default","isDefault":true}],"currentBranch":12,"currentBranchFriendlyName":"default","currentVersion":"","externalInstall":[],"friendlyName":"Red Dead Redemption 2","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":91439232,"updateProgress":0,"updateState":"notUpdating","updateTotal":91439232},"titleName":"rdr2"}
[      5906] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"L.A. Noire: Complete Edition","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"lanoire"}
[      6203] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Max Payne 3: Complete Edition","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"mp3"}
[      6344] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Bully: Scholarship Edition","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"bully"}
[      7140] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Grand Theft Auto: Vice City","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"gtavc"}
[      7687] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"batchEnd":true,"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Grand Theft Auto III","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"gta3"}
[      8125] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"batchEnd":true,"branches":[{"branchName":13,"friendlyName":"default","isDefault":true}],"currentBranch":13,"currentBranchFriendlyName":"default","currentVersion":"1.0.1604.1","externalInstall":[],"friendlyName":"Grand Theft Auto V","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":true,"installLocation":"C:\\Program Files\\Rockstar Games\\Red Dead Redemption 2\\Grand Theft Auto V","preparing":false,"queuePosition":0,"releaseState":"available","updateBytes":72484280,"updateProgress":0,"updateState":"verifying","updateTotal":72484280},"titleName":"gta5"}
[      8922] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"batchEnd":true,"branches":[{"branchName":13,"friendlyName":"default","isDefault":true}],"currentBranch":13,"currentBranchFriendlyName":"default","currentVersion":"1.0.1604.1","externalInstall":[],"friendlyName":"Grand Theft Auto V","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":true,"installLocation":"C:\\Program Files\\Rockstar Games\\Red Dead Redemption 2\\Grand Theft Auto V","preparing":false,"queuePosition":0,"releaseState":"available","updateBytes":72484280,"updateProgress":0,"updateState":"verifyQueued","updateTotal":72484280},"titleName":"gta5"}
[     10625] [   ROSLauncher]                13208/ SC JS message: SetSettings -> {"machine":{"global":{"createDesktopShortcuts":true,"createStartMenuShortcuts":true,"defaultInstallationPath":"","defaultLanguage":"","lastSysInfoSendDate":1611779781},"titles":{"lanoire":{"adapter":"Default","ambientOcclusion":"YES","anisotropicFiltering":1,"antialiasing":0,"environmentMap":"Quality","facialQuality":"Quality","fullScreen":"NO","interfaceSize":"Normal","keyboard":"US","language":"English","lightingQuality":"Quality","lodQuality":"Quality","renderer":"DirectX 11","resolution":"1280x720x60","shadowQuality":"Quality","textureQuality":"Quality","threading":"Multi"},"lanoirevr":{"adapter":"Default","ambientOcclusion":"NO","anisotropicFiltering":1,"antialiasing":1,"environmentMap":"Quality","facialQuality":"Quality","fullScreen":"NO","interfaceSize":"Normal","keyboard":"US","language":"English","languageSet":"NO","lightingQuality":"Quality","lodQuality":"Quality","renderer":"DirectX 11","resolution":"1280x720x60","resolutionMultiplier":1.0,"shadowQuality":"Balanced","ssaoQuality":"Balanced","textureQuality":"Quality","threading":"Multi","videoHwDecoding":"NO"}}},"rockstarUser":{"global":{"notifications":{"all":true,"download":true,"friends":true,"game":true,"launcher":true,"scui":true}},"titles":{"bully":{"autoUpdate":true},"gta3":{"autoUpdate":true},"gta5":{"autoUpdate":true},"gtasa":{"autoUpdate":true},"gtavc":{"autoUpdate":true},"lanoire":{"autoUpdate":true,"commandLine":""},"lanoirevr":{"commandLine":""},"mp3":{"autoUpdate":true},"rdr2":{"autoUpdate":true}}},"windowsUser":{"global":{"allowGamePad":true,"backgroundDownloadThrottle":1048576,"backgroundDownloadThrottleEnabled":false,"hibernateOnGameLaunch":false,"inGameDownloadEnabled":false,"inGameDownloadThrottle":1048576,"inGameDownloadThrottleEnabled":false,"language":"en-US","mainWindow":{"h":0,"w":0,"x":0,"y":0},"minimizeOnClose":false,"preloadThrottle":524288,"preloadThrottleEnabled":true,"preloadingEnabled":true,"shownMinimizingToTrayMessage":false,"startWithWindows":false}}}
[     10765] [   ROSLauncher]                13208/ SC JS message: SetGameLibraries -> {"libraries":[{"location":"C:\\Program Files\\Rockstar Games\\Red Dead Redemption 2","spaceBytes":14307225600},{"location":"C:\\Program Files\\Rockstar Games","spaceBytes":6395899904}]}
[     10937] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[{"branchName":13,"friendlyName":"default","isDefault":true}],"currentBranch":13,"currentBranchFriendlyName":"default","currentVersion":"1.0.1604.1","externalInstall":[],"friendlyName":"Grand Theft Auto V","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":true,"install":true,"installLocation":"C:\\Program Files\\Rockstar Games\\Red Dead Redemption 2\\Grand Theft Auto V","lastUsed":"2021-01-28T05:55:23+01:00","preparing":false,"queuePosition":0,"releaseState":"available","updateBytes":72484280,"updateProgress":0,"updateState":"verifyQueued","updateTotal":72484280},"titleName":"gta5"}
[     11094] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Grand Theft Auto: San Andreas","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"gtasa"}
[     11250] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[{"branchName":12,"friendlyName":"default","isDefault":true}],"currentBranch":12,"currentBranchFriendlyName":"default","currentVersion":"","externalInstall":[],"friendlyName":"Red Dead Redemption 2","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":true,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":91439232,"updateProgress":0,"updateState":"notUpdating","updateTotal":91439232},"titleName":"rdr2"}
[     11297] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"L.A. Noire: Complete Edition","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"lanoire"}
[     11406] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Max Payne 3: Complete Edition","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"mp3"}
[     11594] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Bully: Scholarship Edition","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"bully"}
[     11687] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Grand Theft Auto: Vice City","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"gtavc"}
[     11719] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"batchEnd":true,"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Grand Theft Auto III","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"gta3"}
[     11734] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchDay20NGCRC:/content.xml
[     11750] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY19NGCRC:/content.xml
[     11750] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY18NGCRC:/content.xml
[     11765] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY17NGCRC:/content.xml
[     11765] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY16NGCRC:/content.xml
[     11781] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY15NGCRC:/content.xml
[     11781] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY14NGCRC:/content.xml
[     11797] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY13NGCRC:/content.xml
[     11797] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY12NGCRC:/content.xml
[     11797] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY11NGCRC:/content.xml
[     11812] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY10NGCRC:/content.xml
[     11828] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchday9NGCRC:/content.xml
[     11828] [    GTAProcess]             MainThrd/ Loading content XML: dlc_PATCHDAY8NGCRC:/content.xml
[     11844] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchDay7NGCRC:/content.xml
[     11844] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchDay6NGCRC:/content.xml
[     11859] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchDay5NGCRC:/content.xml
[     11859] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchDay4NGCRC:/content.xml
[     11875] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchDay3NGCRC:/content.xml
[     11875] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchDay2bNGCRC:/content.xml
[     11890] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchDay2NGCRC:/content.xml
[     11906] [    GTAProcess]             MainThrd/ Loading content XML: dlc_patchDay1NGCRC:/content.xml
[     11906] [    GTAProcess]             MainThrd/ Loading content XML: dlc_mpPatchesNGCRC:/content.xml
[     12203] [   ROSLauncher]                13208/ SC JS message: TitlePlayTime -> {"titles":[]}
[     12203] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"batchEnd":true,"branches":[{"branchName":13,"friendlyName":"default","isDefault":true}],"currentBranch":13,"currentBranchFriendlyName":"default","currentVersion":"1.0.1604.1","externalInstall":[],"friendlyName":"Grand Theft Auto V","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":true,"install":true,"installLocation":"C:\\Program Files\\Rockstar Games\\Red Dead Redemption 2\\Grand Theft Auto V","lastUsed":"2021-01-28T05:55:23+01:00","preparing":false,"queuePosition":0,"releaseState":"available","updateBytes":72484280,"updateProgress":0,"updateState":"verifyQueued","updateTotal":72484280},"titleName":"gta5"}
[     12531] [    GTAProcess]        CrBrowserMain/ Clear-Site-Data header on 'https://runtime.fivem.net/tweets.json': Cleared data types: "cache". (@game/ui/root.html:0)
[     12594] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"batchEnd":true,"branches":[{"branchName":13,"friendlyName":"default","isDefault":true}],"currentBranch":13,"currentBranchFriendlyName":"default","currentVersion":"1.0.1604.1","externalInstall":[],"friendlyName":"Grand Theft Auto V","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":true,"install":true,"installLocation":"C:\\Program Files\\Rockstar Games\\Red Dead Redemption 2\\Grand Theft Auto V","lastUsed":"2021-01-28T05:55:23+01:00","preparing":false,"queuePosition":0,"releaseState":"available","updateBytes":72484280,"updateProgress":0,"updateState":"verifyQueued","updateTotal":72484280},"titleName":"gta5"}
[     16609] [    GTAProcess]             MainThrd/ NullInitializeGraphics
[     16859] [    GTAProcess]             MainThrd/ ^2Opening GTAVLauncher_Pipe, waiting for launcher to load...
[     17344] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[{"branchName":13,"friendlyName":"default","isDefault":true}],"currentBranch":13,"currentBranchFriendlyName":"default","currentVersion":"1.0.1604.1","externalInstall":[],"friendlyName":"Grand Theft Auto V","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":true,"install":true,"installLocation":"C:\\Program Files\\Rockstar Games\\Red Dead Redemption 2\\Grand Theft Auto V","lastUsed":"2021-01-28T05:55:23+01:00","preparing":false,"queuePosition":0,"releaseState":"available","updateBytes":72484280,"updateProgress":0,"updateState":"verifyQueued","updateTotal":72484280},"titleName":"gta5"}
[     17469] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"Grand Theft Auto: San Andreas","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"gtasa"}
[     17547] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[{"branchName":12,"friendlyName":"default","isDefault":true}],"currentBranch":12,"currentBranchFriendlyName":"default","currentVersion":"","externalInstall":[],"friendlyName":"Red Dead Redemption 2","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":true,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":91439232,"updateProgress":0,"updateState":"notUpdating","updateTotal":91439232},"titleName":"rdr2"}
[     17640] [   ROSLauncher]                13208/ SC JS message: SetTitleInfo -> {"branches":[],"currentBranch":-1,"currentBranchFriendlyName":"","currentVersion":"","externalInstall":[],"friendlyName":"L.A. Noire: Complete Edition","shortcuts":{"desktop":false,"startMenu":false},"status":{"entitlement":false,"install":false,"preparing":false,"queuePosition":-1,"releaseState":"available","updateBytes":0,"updateProgress":0,"updateState":"notUpdating","updateTotal":0},"titleName":"lanoire"}
